IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
212.34.152.202,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,256 ms,2022 kB/s
89.110.73.182,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,2022 kB/s
172.66.129.120,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,2017 kB/s
193.37.70.17,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,2015 kB/s
138.124.102.236,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,269 ms,2008 kB/s
172.66.131.14,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,2006 kB/s
93.185.163.170,2087,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,225 ms,2005 kB/s
185.239.70.41,15555,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,2003 kB/s
212.34.143.181,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,2002 kB/s
172.66.128.96,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,1996 kB/s
89.22.232.81,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,239 ms,1994 kB/s
46.253.4.51,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,279 ms,1986 kB/s
89.208.97.213,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,296 ms,1980 kB/s
150.241.105.74,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,1976 kB/s
212.118.52.236,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,1975 kB/s
51.75.16.244,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,1972 kB/s
5.187.5.101,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,248 ms,1956 kB/s
95.182.97.125,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,1955 kB/s
51.38.49.23,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,166 ms,1949 kB/s
78.153.136.26,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,298 ms,1948 kB/s
212.34.133.225,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,1939 kB/s
172.66.129.52,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,1925 kB/s
45.8.132.142,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,253 ms,1923 kB/s
172.66.130.239,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,1923 kB/s
185.36.143.175,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,263 ms,1921 kB/s
45.154.35.30,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,232 ms,1921 kB/s
31.210.170.49,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,258 ms,1916 kB/s
81.19.137.189,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,1914 kB/s
195.200.17.214,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,1914 kB/s
37.220.84.186,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,247 ms,1909 kB/s
77.221.155.235,8420,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,1907 kB/s
89.110.103.179,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,302 ms,1900 kB/s
109.120.139.194,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,1898 kB/s
5.34.211.29,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,309 ms,1888 kB/s
93.185.163.220,4010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,232 ms,1888 kB/s
185.51.246.121,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,258 ms,1877 kB/s
109.169.76.23,443,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,269 ms,1876 kB/s
70.34.252.171,8443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,329 ms,1873 kB/s
195.245.239.128,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,289 ms,1872 kB/s
37.27.199.6,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,189 ms,1871 kB/s
172.66.135.21,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,1870 kB/s
77.221.141.52,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,266 ms,1870 kB/s
89.169.33.217,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,286 ms,1865 kB/s
57.129.47.36,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,1857 kB/s
194.99.20.245,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,1850 kB/s
89.110.71.35,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,1836 kB/s
92.42.96.240,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,1834 kB/s
188.253.25.96,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,260 ms,1832 kB/s
79.137.206.80,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,271 ms,1831 kB/s
147.78.140.39,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,1830 kB/s
217.144.187.140,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,291 ms,1829 kB/s
141.94.222.105,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,188 ms,1822 kB/s
188.225.73.242,2053,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,220 ms,1812 kB/s
178.255.222.43,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,230 ms,1812 kB/s
172.86.106.68,2053,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,277 ms,1811 kB/s
87.251.87.249,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,1807 kB/s
199.119.137.41,8443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,241 ms,1804 kB/s
146.59.232.90,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,194 ms,1803 kB/s
194.164.33.2,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,1802 kB/s
212.113.102.118,2053,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,262 ms,1802 kB/s
107.172.137.69,2053,true,BUF,US,North America,Buffalo,北美洲,美国,布法罗,🇺🇸,234 ms,1801 kB/s
45.87.2.60,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,227 ms,1799 kB/s
77.83.86.169,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,243 ms,1799 kB/s
167.99.140.246,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,262 ms,1798 kB/s
172.66.128.187,2096,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,1792 kB/s
5.34.212.128,443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,316 ms,1788 kB/s
209.38.187.36,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,240 ms,1780 kB/s
141.11.218.249,8080,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,361 ms,1779 kB/s
185.245.106.179,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,1762 kB/s
94.177.8.10,131,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,263 ms,1761 kB/s
216.173.69.115,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,314 ms,1759 kB/s
185.247.18.250,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,1757 kB/s
150.241.108.188,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,1748 kB/s
49.238.237.51,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,1748 kB/s
194.146.39.128,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,1742 kB/s
89.110.109.91,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,1738 kB/s
172.66.136.60,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,1736 kB/s
172.66.131.18,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,201 ms,1734 kB/s
92.118.10.102,2053,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,243 ms,1733 kB/s
49.238.237.51,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,184 ms,1731 kB/s
152.70.253.84,8443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,315 ms,1731 kB/s
46.8.229.109,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,229 ms,1728 kB/s
80.85.246.166,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,291 ms,1719 kB/s
94.142.138.123,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,1710 kB/s
65.109.12.58,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,225 ms,1710 kB/s
194.246.81.62,2501,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,326 ms,1707 kB/s
89.110.101.122,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,259 ms,1702 kB/s
213.142.146.112,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,182 ms,1694 kB/s
172.66.132.41,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,1689 kB/s
49.238.238.147,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,1686 kB/s
194.116.217.120,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,1682 kB/s
193.219.97.146,8443,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,254 ms,1680 kB/s
150.241.105.163,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,268 ms,1678 kB/s
176.124.206.114,12463,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,258 ms,1677 kB/s
45.143.200.19,443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,246 ms,1670 kB/s
172.66.130.158,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,1666 kB/s
194.164.235.176,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,283 ms,1662 kB/s
194.104.136.189,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,261 ms,1660 kB/s
77.238.235.154,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,284 ms,1660 kB/s
5.61.42.254,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,291 ms,1654 kB/s
57.129.16.155,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,1645 kB/s
116.93.199.28,12136,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,113 ms,1643 kB/s
91.186.218.173,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,270 ms,1640 kB/s
89.58.13.151,1010,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,239 ms,1638 kB/s
213.183.61.100,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,207 ms,1631 kB/s
89.169.9.177,8443,true,DUS,DE,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,190 ms,1627 kB/s
64.188.97.68,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,1625 kB/s
195.211.124.216,51106,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,227 ms,1620 kB/s
89.110.87.31,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,1618 kB/s
94.177.8.21,444,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,261 ms,1616 kB/s
185.213.208.87,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,1612 kB/s
171.22.114.27,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,202 ms,1609 kB/s
80.211.205.173,8443,true,PRG,CZ,Europe,Prague,欧洲,捷克共和国,布拉格,🇨🇿,201 ms,1607 kB/s
57.129.5.105,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,1607 kB/s
45.95.174.117,2020,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,260 ms,1596 kB/s
85.192.61.91,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,288 ms,1590 kB/s
93.183.126.153,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,250 ms,1585 kB/s
195.226.194.191,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,266 ms,1584 kB/s
91.108.241.188,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,260 ms,1583 kB/s
51.91.102.163,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,1582 kB/s
113.30.190.30,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,265 ms,1578 kB/s
142.171.157.98,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,180 ms,1577 kB/s
91.198.166.223,443,true,PRG,PL,Europe,Prague,欧洲,捷克共和国,布拉格,🇨🇿,202 ms,1572 kB/s
94.177.8.26,443,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,249 ms,1568 kB/s
51.158.204.139,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,155 ms,1567 kB/s
172.66.130.160,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,1564 kB/s
172.66.129.60,8443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,1558 kB/s
194.87.222.145,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,310 ms,1555 kB/s
138.124.182.204,443,true,RIX,LV,Europe,Riga,欧洲,拉脱维亚,里加,🇱🇻,206 ms,1554 kB/s
212.111.88.14,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,288 ms,1549 kB/s
89.110.121.235,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,1548 kB/s
147.45.73.230,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,320 ms,1545 kB/s
91.107.139.23,7002,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,1543 kB/s
93.152.217.56,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,232 ms,1543 kB/s
95.216.68.172,10021,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,217 ms,1539 kB/s
188.132.192.194,2053,true,IST,TR,Europe,Istanbul,欧洲,土耳其,伊斯坦布尔,🇹🇷,218 ms,1538 kB/s
212.34.128.155,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,284 ms,1537 kB/s
172.66.131.29,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,184 ms,1535 kB/s
51.195.44.192,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,1529 kB/s
79.137.198.44,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,248 ms,1526 kB/s
185.184.123.201,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,1525 kB/s
2.59.38.185,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,189 ms,1524 kB/s
23.137.249.204,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,1523 kB/s
193.56.3.47,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,345 ms,1518 kB/s
89.110.87.114,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,1516 kB/s
212.34.146.47,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,283 ms,1514 kB/s
167.235.149.67,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,1514 kB/s
51.15.16.16,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,168 ms,1513 kB/s
159.69.4.145,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,1511 kB/s
77.239.121.200,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,1509 kB/s
95.164.2.113,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,207 ms,1506 kB/s
57.129.47.11,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,1504 kB/s
49.238.239.16,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,192 ms,1501 kB/s
85.28.47.171,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,242 ms,1497 kB/s
49.238.238.162,2087,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,171 ms,1490 kB/s
193.233.87.41,2053,true,DFW,US,North America,Dallas,北美洲,美国,达拉斯,🇺🇸,231 ms,1489 kB/s
141.193.213.30,2096,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,1480 kB/s
107.172.201.15,8443,true,DFW,US,North America,Dallas,北美洲,美国,达拉斯,🇺🇸,230 ms,1480 kB/s
91.84.101.135,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,254 ms,1477 kB/s
45.147.51.109,12321,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,245 ms,1475 kB/s
91.84.97.63,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,1474 kB/s
109.120.132.127,8443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,235 ms,1471 kB/s
188.116.23.147,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,182 ms,1470 kB/s
94.177.8.50,131,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,289 ms,1469 kB/s
49.13.171.76,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,1469 kB/s
212.34.147.128,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,292 ms,1464 kB/s
57.129.47.11,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,1462 kB/s
57.129.14.93,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,1461 kB/s
185.190.250.99,443,true,SOF,BG,Europe,Sofia,欧洲,保加利亚,索非亚,🇧🇬,281 ms,1456 kB/s
89.110.112.8,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,284 ms,1454 kB/s
45.114.61.224,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,259 ms,1444 kB/s
95.182.99.170,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,213 ms,1441 kB/s
109.120.158.109,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,1433 kB/s
89.19.211.109,8443,true,AMS,DE,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,280 ms,1428 kB/s
95.182.99.170,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,211 ms,1427 kB/s
135.125.191.180,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,1420 kB/s
77.91.70.171,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,353 ms,1414 kB/s
45.143.200.162,443,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,256 ms,1411 kB/s
217.144.187.169,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,1410 kB/s
185.121.232.7,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,1407 kB/s
213.21.222.249,443,true,RIX,LV,Europe,Riga,欧洲,拉脱维亚,里加,🇱🇻,213 ms,1401 kB/s
5.35.68.152,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,1401 kB/s
46.17.101.177,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,262 ms,1400 kB/s
176.124.206.114,10024,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,1398 kB/s
77.246.110.179,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,1385 kB/s
45.154.35.30,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,221 ms,1382 kB/s
109.120.184.227,443,true,FRA,RU,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,275 ms,1381 kB/s
195.246.230.125,443,true,KEF,IS,Europe,Reykjavík,欧洲,冰岛,雷克雅未克,🇮🇸,322 ms,1377 kB/s
212.34.141.73,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,285 ms,1366 kB/s
57.129.63.154,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,1361 kB/s
77.238.238.133,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,1360 kB/s
146.59.153.77,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,205 ms,1359 kB/s
172.66.130.214,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,1355 kB/s
64.188.97.233,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,1352 kB/s
51.75.18.158,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,1345 kB/s
94.228.164.233,8443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,272 ms,1344 kB/s
46.30.42.248,2002,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,257 ms,1341 kB/s
62.84.183.222,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,1340 kB/s
51.38.51.190,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,1334 kB/s
192.76.150.94,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,264 ms,1331 kB/s
77.221.138.90,8443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,270 ms,1331 kB/s
91.84.100.152,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,295 ms,1331 kB/s
103.249.135.65,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,272 ms,1327 kB/s
193.233.133.76,8443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,249 ms,1324 kB/s
185.126.117.13,21232,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,198 ms,1322 kB/s
162.19.254.52,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,1309 kB/s
57.129.63.42,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,216 ms,1308 kB/s
45.155.7.100,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,218 ms,1306 kB/s
45.129.78.143,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,287 ms,1299 kB/s
